rank,person,telegram_username,telegram_messages,discord_username,discord_messages,x_posts,articles,videos,total,first,last,telegram_distinct_days,verified_activity_days_min,public_groups,identity_note,summary_tier,activity_summary
2093,reza gholamzadeh,@r136108ga,3,,0,0,0,0,3,2023-11-22,2023-11-26,2,2,1,Telegram human account; Discord not individually inventoried,,
2094,rezzonatorr,@rezzonatorr,3,,0,0,0,0,3,2025-09-04,2025-09-04,1,1,1,Telegram human account; Discord not individually inventoried,,
2095,Ricky,@itsrahm,3,,0,0,0,0,3,2024-07-18,2024-07-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2096,rio888 (Won't DM You First),@imrio888,3,,0,0,0,0,3,2021-10-16,2022-12-16,2,2,1,Telegram human account; Discord not individually inventoried,,
2097,Rocket,@gusfia,3,,0,0,0,0,3,2023-03-24,2023-03-24,1,1,1,Telegram human account; Discord not individually inventoried,,
2098,Rodny,@rodnylc,3,,0,0,0,0,3,2024-06-18,2024-07-01,2,2,1,Telegram human account; Discord not individually inventoried,,
2099,Rodrigo,@Rodrigocarc,3,,0,0,0,0,3,2021-03-09,2021-11-11,3,3,2,Telegram human account; Discord not individually inventoried,,
2100,Rolex Bond ( Kols influencers ),@RolexBond0,3,,0,0,0,0,3,2024-11-19,2024-11-19,1,1,1,Telegram human account; Discord not individually inventoried,,
2101,rrR,@RootinHood,3,,0,0,0,0,3,2023-04-14,2023-04-14,1,1,1,Telegram human account; Discord not individually inventoried,,
2102,RuggedWojak,@RuggedWojak,3,,0,0,0,0,3,2023-05-11,2023-05-11,1,1,1,Telegram human account; Discord not individually inventoried,,
2103,S,@Hdjsjkzks,3,,0,0,0,0,3,2024-07-23,2024-08-31,2,2,1,Telegram human account; Discord not individually inventoried,,
2104,S Roosje,,3,,0,0,0,0,3,2024-04-15,2024-04-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2105,S S,@heysalmann,3,,0,0,0,0,3,2021-11-13,2021-11-13,1,1,1,Telegram human account; Discord not individually inventoried,,
2106,S.T,@STTR555,3,,0,0,0,0,3,2022-12-15,2022-12-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2107,SATOS! EWUKETOMOTO |Voltix.ai 👾 ၊||၊ DeSpeed ၊||၊,@jugelBan,3,,0,0,0,0,3,2024-10-14,2024-10-14,1,1,1,Telegram human account; Discord not individually inventoried,,
2108,Schnauzer,@Horschnauzer,3,,0,0,0,0,3,2023-12-06,2023-12-06,1,1,1,Telegram human account; Discord not individually inventoried,,
2109,Scoobs,,3,,0,0,0,0,3,2021-11-14,2021-11-14,1,1,1,Telegram human account; Discord not individually inventoried,,
2110,Sdrm rb,@sudirmanarbi,3,,0,0,0,0,3,2022-11-08,2022-11-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2111,Sebastian | Galaxy Whales Team,@Sebastian_pi,3,,0,0,0,0,3,2026-06-27,2026-06-30,2,2,1,Telegram human account; Discord not individually inventoried,,
2112,SEI LORD,@AuryMoonBaby,3,,0,0,0,0,3,2020-11-19,2020-11-20,2,2,1,Telegram human account; Discord not individually inventoried,,
2113,Ser Monad,@monadser,3,,0,0,0,0,3,2023-05-21,2023-05-21,1,1,1,Telegram human account; Discord not individually inventoried,,
2114,Ser90,,3,,0,0,0,0,3,2021-11-14,2021-11-14,1,1,1,Telegram human account; Discord not individually inventoried,,
2115,Shadow X,@sha_dowex,3,,0,0,0,0,3,2024-01-07,2024-01-07,1,1,1,Telegram human account; Discord not individually inventoried,,
2116,Shafi Mohammad,@shafimohammad04,3,,0,0,0,0,3,2021-11-17,2021-11-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2117,shahab Alizade,@Sha_1988,3,,0,0,0,0,3,2022-03-30,2022-06-23,2,2,1,Telegram human account; Discord not individually inventoried,,
2118,SHAWN金狗社区-川枫,@ZTJFvs,3,,0,0,0,0,3,2023-11-30,2023-11-30,1,1,1,Telegram human account; Discord not individually inventoried,,
2119,Shayan,@Shayan_slmn,3,,0,0,0,0,3,2023-04-02,2023-04-02,1,1,1,Telegram human account; Discord not individually inventoried,,
2120,Sinji,@DavidSwtz,3,,0,0,0,0,3,2025-02-14,2025-02-20,2,2,1,Telegram human account; Discord not individually inventoried,,
2121,Skuby,@Gbadesere,3,,0,0,0,0,3,2023-05-28,2023-05-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2122,SlavX,@sl4vx,3,,0,0,0,0,3,2022-09-15,2023-12-13,3,3,2,Telegram human account; Discord not individually inventoried,,
2123,Smme Sieb,@Smmesieb,3,,0,0,0,0,3,2024-05-15,2024-06-10,2,2,1,Telegram human account; Discord not individually inventoried,,
2124,SOLZY 🦅,@Solzyonchain,3,,0,0,0,0,3,2024-09-08,2024-09-13,2,2,1,Telegram human account; Discord not individually inventoried,,
2125,Spartak,@spartak9322,3,,0,0,0,0,3,2023-12-31,2023-12-31,1,1,1,Telegram human account; Discord not individually inventoried,,
2126,Stark,@Emeka_Uka,3,,0,0,0,0,3,2022-11-06,2022-11-06,1,1,1,Telegram human account; Discord not individually inventoried,,
2127,Starlink,@trustlyman,3,,0,0,0,0,3,2023-12-04,2025-10-15,2,2,1,Telegram human account; Discord not individually inventoried,,
2128,STASHER,@cryptostasher,3,,0,0,0,0,3,2024-01-17,2024-01-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2129,StealthMash,@STEALTHMASH,3,,0,0,0,0,3,2022-10-31,2023-09-13,3,3,1,Telegram human account; Discord not individually inventoried,,
2130,Stephen Official Tangi Moderator .,@steomutts,3,,0,0,0,0,3,2023-01-06,2023-01-06,1,1,1,Telegram human account; Discord not individually inventoried,,
2131,Stéphane,@EstefanTT,3,,0,0,0,0,3,2023-11-20,2023-11-20,1,1,1,Telegram human account; Discord not individually inventoried,,
2132,Sylvanas 🏹 For The Horde,@SylvanasWinR,3,,0,0,0,0,3,2023-08-14,2023-08-15,2,2,1,Telegram human account; Discord not individually inventoried,,
2133,T,@TTTT6548,3,,0,0,0,0,3,2023-06-13,2023-06-13,1,1,1,Telegram human account; Discord not individually inventoried,,
2134,TazmanDevil,@tazman4ik26,3,,0,0,0,0,3,2021-07-09,2021-07-11,2,2,1,Telegram human account; Discord not individually inventoried,,
2135,Teemu,@Teemu1221,3,,0,0,0,0,3,2023-11-28,2023-11-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2136,Telegram,@D0ih7,3,,0,0,0,0,3,2021-01-31,2021-02-05,2,2,1,Telegram human account; Discord not individually inventoried,,
2137,Tenaka,@DonTenaka,3,,0,0,0,0,3,2021-12-01,2021-12-01,1,1,1,Telegram human account; Discord not individually inventoried,,
2138,THE - IT SUPER - THNORM,@THNORM,3,,0,0,0,0,3,2023-01-03,2024-08-18,3,3,1,Telegram human account; Discord not individually inventoried,,
2139,Thobin,@thobi_n,3,,0,0,0,0,3,2022-11-03,2022-11-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2140,Tonny jennon,@Tonyjennon,3,,0,0,0,0,3,2025-01-30,2025-01-31,2,2,1,Telegram human account; Discord not individually inventoried,,
2141,tRounce,@Taskata,3,,0,0,0,0,3,2021-11-10,2021-11-10,1,1,1,Telegram human account; Discord not individually inventoried,,
2142,Umar,@UmarTk,3,,0,0,0,0,3,2022-03-03,2022-03-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2143,Umesha Kevala,@meshafx,3,,0,0,0,0,3,2021-09-10,2021-09-11,2,2,1,Telegram human account; Discord not individually inventoried,,
2144,Unknownx,@Mynameisdastayofski,3,,0,0,0,0,3,2023-11-20,2023-11-20,1,1,1,Telegram human account; Discord not individually inventoried,,
2145,Victor,@victings,3,,0,0,0,0,3,2022-11-01,2022-11-06,2,2,1,Telegram human account; Discord not individually inventoried,,
2146,Victor,@Peanurte,3,,0,0,0,0,3,2025-11-11,2026-02-24,2,2,1,Telegram human account; Discord not individually inventoried,,
2147,Vincent,@Vincent0051,3,,0,0,0,0,3,2024-12-24,2024-12-24,1,1,1,Telegram human account; Discord not individually inventoried,,
2148,Vincent Vega,@Viincent_vegah,3,,0,0,0,0,3,2021-12-05,2021-12-05,1,1,2,Telegram human account; Discord not individually inventoried,,
2149,w,@tofuwafe,3,,0,0,0,0,3,2023-05-22,2023-05-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2150,walls,@waliyyj,3,,0,0,0,0,3,2023-05-19,2023-05-20,2,2,1,Telegram human account; Discord not individually inventoried,,
2151,Watz,@watskinz,3,,0,0,0,0,3,2023-03-15,2023-03-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2152,Wauwda,@jessewauwda,3,,0,0,0,0,3,2023-05-17,2023-06-10,2,2,1,Telegram human account; Discord not individually inventoried,,
2153,Wellness Underrated,@cryptosoldier86,3,,0,0,0,0,3,2021-12-22,2021-12-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2154,willy walker,@w_walker0,3,,0,0,0,0,3,2024-11-23,2024-11-25,2,2,1,Telegram human account; Discord not individually inventoried,,
2155,Wilson,@willydee10,3,,0,0,0,0,3,2021-11-14,2021-11-19,2,2,1,Telegram human account; Discord not individually inventoried,,
2156,WM,@WMT254,3,,0,0,0,0,3,2024-03-06,2024-04-12,2,2,1,Telegram human account; Discord not individually inventoried,,
2157,WR R,@LRWxwv,3,,0,0,0,0,3,2023-11-28,2023-11-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2158,Yagamee🦖,@YagDegen,3,,0,0,0,0,3,2024-09-09,2024-09-10,2,2,2,Telegram human account; Discord not individually inventoried,,
2159,Yanking w,@wxy8904,3,,0,0,0,0,3,2024-10-10,2024-10-11,2,2,1,Telegram human account; Discord not individually inventoried,,
2160,Yash,@Yashwanth1924,3,,0,0,0,0,3,2024-07-21,2024-07-21,1,1,1,Telegram human account; Discord not individually inventoried,,
2161,YASIN,@YASINna82,3,,0,0,0,0,3,2022-11-07,2022-11-27,2,2,1,Telegram human account; Discord not individually inventoried,,
2162,YC,@XHX99999,3,,0,0,0,0,3,2023-11-30,2024-11-25,3,3,1,Telegram human account; Discord not individually inventoried,,
2163,yo yo,@rudalhubu,3,,0,0,0,0,3,2024-07-19,2024-07-19,1,1,1,Telegram human account; Discord not individually inventoried,,
2164,Yo!,@vegasbuddyy,3,,0,0,0,0,3,2022-12-21,2022-12-27,2,2,1,Telegram human account; Discord not individually inventoried,,
2165,Zerebus,@Zerebus,3,,0,0,0,0,3,2022-11-04,2022-12-22,3,3,1,Telegram human account; Discord not individually inventoried,,
2166,Zi,@Zi_crypto,3,,0,0,0,0,3,2023-05-09,2023-05-09,1,1,2,Telegram human account; Discord not individually inventoried,,
2167,Тарас,,3,,0,0,0,0,3,2024-10-22,2024-10-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2168,ѕэиѕаі ⚔︎,@eXpectxChaos,3,,0,0,0,0,3,2023-04-16,2023-04-16,1,1,1,Telegram human account; Discord not individually inventoried,,
2169,جواد,@Javad136268,3,,0,0,0,0,3,2022-10-22,2022-10-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2170,—-0,@maik084,3,,0,0,0,0,3,2024-03-25,2024-03-25,1,1,1,Telegram human account; Discord not individually inventoried,,
2171,•,@Wake_1298,3,,0,0,0,0,3,2024-03-26,2025-06-15,3,3,1,Telegram human account; Discord not individually inventoried,,
2172,ℱᎯℜᏐⅅ,@Ferowyd,3,,0,0,0,0,3,2022-04-12,2022-04-12,1,1,1,Telegram human account; Discord not individually inventoried,,
2173,△ Mahdi ▽,@Miaite76,3,,0,0,0,0,3,2023-04-03,2023-04-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2174,♓🅰️♏🆔🐾 ®️,@haamid9492,3,,0,0,0,0,3,2023-06-14,2023-06-14,1,1,1,Telegram human account; Discord not individually inventoried,,
2175,小 小,@ismokvape,3,,0,0,0,0,3,2021-12-28,2021-12-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2176,小酷@xiaoku,@sggfiis,3,,0,0,0,0,3,2025-02-01,2025-02-01,1,1,1,Telegram human account; Discord not individually inventoried,,
2177,币圈最侥幸的男孩,@JiaoXingGe,3,,0,0,0,0,3,2023-11-28,2023-11-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2178,狙击手麦克 狙击手麦克,@QQQQQQSSxx,3,,0,0,0,0,3,2021-04-29,2021-04-29,1,1,1,Telegram human account; Discord not individually inventoried,,
2179,𐤊 EL Patron,@JFK0512,3,,0,0,0,0,3,2023-11-21,2023-11-21,1,1,1,Telegram human account; Discord not individually inventoried,,
2180,𝙲𝙷𝙴𝙽𝙳𝙾𝙻𝚉,@cahcryptos,3,,0,0,0,0,3,2024-10-21,2024-10-21,1,1,1,Telegram human account; Discord not individually inventoried,,
2181,0xBedouin,@Oxbedouin,2,,0,0,0,0,2,2020-11-19,2020-11-19,1,1,1,Telegram human account; Discord not individually inventoried,,
2182,0xPiya,@Crypto_Piya,2,,0,0,0,0,2,2023-05-04,2023-05-04,1,1,1,Telegram human account; Discord not individually inventoried,,
2183,1%,@youthandrichh,2,,0,0,0,0,2,2023-11-24,2023-11-24,1,1,1,Telegram human account; Discord not individually inventoried,,
2184,2 1,@nchoi37,2,,0,0,0,0,2,2023-11-10,2023-11-10,1,1,1,Telegram human account; Discord not individually inventoried,,
2185,3amo driss,@mbsnelheid,2,,0,0,0,0,2,2025-05-17,2025-05-18,2,2,1,Telegram human account; Discord not individually inventoried,,
2186,7zark7,@sevenzarkseven,2,,0,0,0,0,2,2024-03-13,2024-03-26,2,2,1,Telegram human account; Discord not individually inventoried,,
2187,@llinuch123 Pawtato,@Collinus12,2,,0,0,0,0,2,2025-01-28,2025-01-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2188,@pg858,@pg858,2,,0,0,0,0,2,2023-06-03,2023-06-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2189,@Sanjayks_0625,@Sanjaykss_0625,2,,0,0,0,0,2,2023-10-24,2023-10-29,2,2,1,Telegram human account; Discord not individually inventoried,,
2190,@szcrypt,@szcrypt,2,,0,0,0,0,2,2024-10-24,2024-10-24,1,1,1,Telegram human account; Discord not individually inventoried,,
2191,A J,,2,,0,0,0,0,2,2023-05-08,2023-05-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2192,Abdul,@Olohunoyin,2,,0,0,0,0,2,2023-06-11,2023-06-11,1,1,1,Telegram human account; Discord not individually inventoried,,
2193,Abrahim Safi,@Abrahimsafi,2,,0,0,0,0,2,2021-11-20,2021-11-20,1,1,1,Telegram human account; Discord not individually inventoried,,
2194,Acheron,@acheron30,2,,0,0,0,0,2,2023-05-05,2023-05-05,1,1,1,Telegram human account; Discord not individually inventoried,,
2195,Adam,@fredator79,2,,0,0,0,0,2,2022-12-14,2022-12-14,1,1,2,Telegram human account; Discord not individually inventoried,,
2196,Adebat Osmam,@Ogunneyem,2,,0,0,0,0,2,2023-08-30,2023-11-01,2,2,1,Telegram human account; Discord not individually inventoried,,
2197,Admin,@Kashadminsk,2,,0,0,0,0,2,2023-05-04,2023-05-04,1,1,1,Telegram human account; Discord not individually inventoried,,
2198,Adrian [•$•] Moon shoot,@Florianmeiswinkel22,2,,0,0,0,0,2,2024-12-12,2024-12-12,1,1,1,Telegram human account; Discord not individually inventoried,,
2199,Adrich,@adrich96,2,,0,0,0,0,2,2023-03-29,2023-03-29,1,1,1,Telegram human account; Discord not individually inventoried,,
2200,adro HORSEPWR,@OwnerHRSEPWR,2,,0,0,0,0,2,2024-12-13,2024-12-13,1,1,1,Telegram human account; Discord not individually inventoried,,
2201,Agata,@AgataMcGill,2,,0,0,0,0,2,2023-08-09,2023-08-09,1,1,1,Telegram human account; Discord not individually inventoried,,
2202,Ahsan Khan,@Ahsankhan130,2,,0,0,0,0,2,2021-11-13,2021-11-13,1,1,1,Telegram human account; Discord not individually inventoried,,
2203,aidongli,@aidongli15,2,,0,0,0,0,2,2022-12-17,2022-12-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2204,Akbar Aghaei,@AkbarAghaei,2,,0,0,0,0,2,2023-04-02,2023-04-02,1,1,1,Telegram human account; Discord not individually inventoried,,
2205,akh,@arashparr,2,,0,0,0,0,2,2022-12-25,2023-05-19,2,2,1,Telegram human account; Discord not individually inventoried,,
2206,AKHIL,@AKHIL_0510,2,,0,0,0,0,2,2022-11-07,2022-11-07,1,1,1,Telegram human account; Discord not individually inventoried,,
2207,Albert García,@albcnusa,2,,0,0,0,0,2,2021-06-30,2021-07-01,2,2,1,Telegram human account; Discord not individually inventoried,,
2208,Aldiguer,@Aldiguer54,2,,0,0,0,0,2,2025-06-02,2025-06-02,1,1,1,Telegram human account; Discord not individually inventoried,,
2209,Alen,@Alen07070,2,,0,0,0,0,2,2022-12-10,2023-03-05,2,2,1,Telegram human account; Discord not individually inventoried,,
2210,Alena,@Alenasama1992,2,,0,0,0,0,2,2025-01-24,2025-01-25,2,2,1,Telegram human account; Discord not individually inventoried,,
2211,Alex,,2,,0,0,0,0,2,2024-10-15,2024-10-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2212,Alex,,2,,0,0,0,0,2,2023-11-22,2023-11-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2213,Alex@nder,@MrCurrencies,2,,0,0,0,0,2,2021-11-14,2021-11-14,1,1,1,Telegram human account; Discord not individually inventoried,,
2214,Ali,@AliT09,2,,0,0,0,0,2,2023-03-06,2023-04-13,2,2,1,Telegram human account; Discord not individually inventoried,,
2215,Ali Beklenen gün gelecekse çekilen Çile kutsaldır,@Efsane_keke,2,,0,0,0,0,2,2023-11-24,2023-11-24,1,1,1,Telegram human account; Discord not individually inventoried,,
2216,Alin,@Alin991,2,,0,0,0,0,2,2022-11-05,2022-11-05,1,1,1,Telegram human account; Discord not individually inventoried,,
2217,amir,@Mojtabacaterpillar,2,,0,0,0,0,2,2024-10-30,2024-10-31,2,2,1,Telegram human account; Discord not individually inventoried,,
2218,Ammss.,@Ammss1,2,,0,0,0,0,2,2024-05-20,2024-05-20,1,1,1,Telegram human account; Discord not individually inventoried,,
2219,AMTRADE 🐾 MyGate Network Kaisar ၊||၊ DeSpeed ၊||၊,@Anthony_M_S,2,,0,0,0,0,2,2024-11-23,2024-11-23,1,1,1,Telegram human account; Discord not individually inventoried,,
2220,Angélica7,@angelica7,2,,0,0,0,0,2,2021-12-09,2022-01-01,2,2,1,Telegram human account; Discord not individually inventoried,,
2221,Ape Richboy,@Richboyyyyyy,2,,0,0,0,0,2,2023-03-04,2023-03-04,1,1,1,Telegram human account; Discord not individually inventoried,,
2222,Arash,@arash2290,2,,0,0,0,0,2,2024-03-17,2024-03-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2223,Arash,,2,,0,0,0,0,2,2023-11-22,2023-11-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2224,Arash S,@ash_sa_fa,2,,0,0,0,0,2,2024-02-06,2024-02-06,1,1,1,Telegram human account; Discord not individually inventoried,,
2225,Arman$X Badry,@armanbadry,2,,0,0,0,0,2,2022-12-14,2022-12-14,1,1,1,Telegram human account; Discord not individually inventoried,,
2226,Armin Jabary,@arminjabary,2,,0,0,0,0,2,2022-11-12,2022-11-12,1,1,1,Telegram human account; Discord not individually inventoried,,
2227,Arnab Dey,@ArnabSyl,2,,0,0,0,0,2,2020-12-31,2020-12-31,1,1,1,Telegram human account; Discord not individually inventoried,,
2228,Artur,,2,,0,0,0,0,2,2021-11-08,2021-11-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2229,Aura,@brstnft,2,,0,0,0,0,2,2023-07-19,2023-12-01,2,2,1,Telegram human account; Discord not individually inventoried,,
2230,Avery,@The_Good_News,2,,0,0,0,0,2,2022-12-15,2022-12-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2231,Avin | Armada DAO,@AvinSingh,2,,0,0,0,0,2,2025-01-29,2025-01-29,1,1,1,Telegram human account; Discord not individually inventoried,,
2232,Azadeh🦩,@Azadeh_thr,2,,0,0,0,0,2,2023-04-25,2023-04-25,1,1,1,Telegram human account; Discord not individually inventoried,,
2233,B S,@bspikem,2,,0,0,0,0,2,2021-12-22,2021-12-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2234,Bastia Art,@Bastia_Art,2,,0,0,0,0,2,2022-11-05,2022-12-14,2,2,1,Telegram human account; Discord not individually inventoried,,
2235,BBJ,@Jbbx0,2,,0,0,0,0,2,2024-10-31,2024-10-31,1,1,1,Telegram human account; Discord not individually inventoried,,
2236,BD,@mytelacnt,2,,0,0,0,0,2,2023-05-16,2023-05-16,1,1,1,Telegram human account; Discord not individually inventoried,,
2237,Becky 🦋❤️,@Beckyehis,2,,0,0,0,0,2,2024-07-21,2024-08-16,2,2,1,Telegram human account; Discord not individually inventoried,,
2238,Bego,@begoescri,2,,0,0,0,0,2,2022-10-31,2022-10-31,1,1,1,Telegram human account; Discord not individually inventoried,,
2239,Behnamm,@kaltehh,2,,0,0,0,0,2,2021-11-20,2021-11-20,1,1,1,Telegram human account; Discord not individually inventoried,,
2240,Benz || I will never ask fund,@Benz972,2,,0,0,0,0,2,2021-11-06,2021-11-06,1,1,1,Telegram human account; Discord not individually inventoried,,
2241,Berkay,@Alpagutb,2,,0,0,0,0,2,2024-10-07,2024-10-07,1,1,1,Telegram human account; Discord not individually inventoried,,
2242,Better Call Saul,@thisisreal66,2,,0,0,0,0,2,2026-06-09,2026-06-09,1,1,1,Telegram human account; Discord not individually inventoried,,
2243,BH,,2,,0,0,0,0,2,2024-03-09,2024-03-20,2,2,1,Telegram human account; Discord not individually inventoried,,
2244,Biem -,@zjabaty,2,,0,0,0,0,2,2023-11-24,2023-11-24,1,1,1,Telegram human account; Discord not individually inventoried,,
2245,big time,@bigtime2024go,2,,0,0,0,0,2,2023-11-22,2023-11-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2246,Billz,,2,,0,0,0,0,2,2023-11-20,2023-12-18,2,2,2,Telegram human account; Discord not individually inventoried,,
2247,Bio Zip Σ🆙 UXUY,@simonriiyy,2,,0,0,0,0,2,2024-10-19,2024-10-19,1,1,1,Telegram human account; Discord not individually inventoried,,
2248,Black Ioner,@Blackioner,2,,0,0,0,0,2,2023-05-03,2024-11-05,2,2,1,Telegram human account; Discord not individually inventoried,,
2249,Black Magic Trades,@blackmagictrades_com,2,,0,0,0,0,2,2024-12-05,2024-12-05,1,1,1,Telegram human account; Discord not individually inventoried,,
2250,Black Panther(( Marketings),@BlacKPanTherLS,2,,0,0,0,0,2,2023-11-14,2023-11-14,1,1,1,Telegram human account; Discord not individually inventoried,,
2251,Blue,@BlueV5,2,,0,0,0,0,2,2023-12-02,2023-12-02,1,1,1,Telegram human account; Discord not individually inventoried,,
2252,Blythe Masters Alpha @Geospideycallz,@Blythe_Mastersses,2,,0,0,0,0,2,2024-11-19,2024-11-25,2,2,1,Telegram human account; Discord not individually inventoried,,
2253,borja esponja,@BorjaEsponja,2,,0,0,0,0,2,2022-03-16,2022-03-16,1,1,1,Telegram human account; Discord not individually inventoried,,
2254,Bow Eazy,@Biakpara,2,,0,0,0,0,2,2021-11-17,2021-11-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2255,Brady |🐍🌱SEED🐾Σ,@bradycarboneau1432,2,,0,0,0,0,2,2024-09-10,2024-09-11,2,2,1,Telegram human account; Discord not individually inventoried,,
2256,Brianne Frey,@Web3Princess8,2,,0,0,0,0,2,2023-05-15,2023-05-15,1,1,1,Telegram human account; Discord not individually inventoried,,
2257,bro Anis,@Anisshuaib,2,,0,0,0,0,2,2025-01-28,2025-01-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2258,btc888,,2,,0,0,0,0,2,2021-12-26,2022-12-01,2,2,1,Telegram human account; Discord not individually inventoried,,
2259,Bullrunner,@BullRunner2049,2,,0,0,0,0,2,2022-01-03,2022-01-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2260,Byron W,@bitbullbit,2,,0,0,0,0,2,2024-11-18,2024-11-18,1,1,1,Telegram human account; Discord not individually inventoried,,
2261,C,@CSR_BUL,2,,0,0,0,0,2,2023-09-16,2023-09-16,1,1,1,Telegram human account; Discord not individually inventoried,,
2262,C Lo,@Bit_ph03n1X,2,,0,0,0,0,2,2023-01-05,2023-01-05,1,1,1,Telegram human account; Discord not individually inventoried,,
2263,Cashmillions,@EziW2,2,,0,0,0,0,2,2025-01-29,2025-01-29,1,1,1,Telegram human account; Discord not individually inventoried,,
2264,chakib chakib,,2,,0,0,0,0,2,2023-11-06,2023-11-22,2,2,1,Telegram human account; Discord not individually inventoried,,
2265,Charlie Kong Belbouille,@CharlieKongBelbouille,2,,0,0,0,0,2,2023-11-24,2023-11-24,1,1,1,Telegram human account; Discord not individually inventoried,,
2266,Chris,@chrisgym001,2,,0,0,0,0,2,2024-02-22,2024-02-22,1,1,1,Telegram human account; Discord not individually inventoried,,
2267,Chris Charlse,@chriscux,2,,0,0,0,0,2,2024-12-08,2025-01-09,2,2,1,Telegram human account; Discord not individually inventoried,,
2268,Chris Rice,@chrisriceblog,2,,0,0,0,0,2,2023-11-23,2023-12-18,2,2,1,Telegram human account; Discord not individually inventoried,,
2269,clau,@Claudiosevilla,2,,0,0,0,0,2,2022-10-07,2022-10-07,1,1,1,Telegram human account; Discord not individually inventoried,,
2270,Clevis Ngalla,@ClevisNgalla,2,,0,0,0,0,2,2023-09-17,2023-09-17,1,1,1,Telegram human account; Discord not individually inventoried,,
2271,Cliff,@ClassyCliffy,2,,0,0,0,0,2,2024-04-03,2024-04-03,1,1,1,Telegram human account; Discord not individually inventoried,,
2272,ColMandex,@ColMandex,2,,0,0,0,0,2,2021-11-14,2021-11-14,1,1,1,Telegram human account; Discord not individually inventoried,,
2273,Conspiraciespesies,@Conspiraciespesies,2,,0,0,0,0,2,2023-11-06,2023-11-06,1,1,1,Telegram human account; Discord not individually inventoried,,
2274,Cr,@Qwertyz1235,2,,0,0,0,0,2,2023-04-02,2023-04-02,1,1,1,Telegram human account; Discord not individually inventoried,,
2275,creapYY,@creapYY,2,,0,0,0,0,2,2023-06-28,2023-06-28,1,1,1,Telegram human account; Discord not individually inventoried,,
2276,Cro,@Romaincro,2,,0,0,0,0,2,2023-05-08,2023-05-08,1,1,1,Telegram human account; Discord not individually inventoried,,
2277,crosschainer,@crosschainer,2,,0,0,0,0,2,2022-03-08,2022-04-25,2,2,2,Telegram human account; Discord not individually inventoried,,
2278,cryptic,@Cryptycreepy,2,,0,0,0,0,2,2020-11-16,2020-11-16,1,1,1,Telegram human account; Discord not individually inventoried,,
2279,Crypto & Chill 𐤊,@CryptoAndChill04,2,,0,0,0,0,2,2023-06-16,2023-06-16,1,1,1,Telegram human account; Discord not individually inventoried,,
2280,Crypto bro Will never ask fund,@Bro_123_bro,2,,0,0,0,0,2,2023-05-02,2023-05-02,1,1,1,Telegram human account; Discord not individually inventoried,,
2281,Crypto Cube,@POWCube,2,,0,0,0,0,2,2023-05-02,2023-05-02,1,1,1,Telegram human account; Discord not individually inventoried,,
2282,Crypto Fanatic,@Cry_Mentor,2,,0,0,0,0,2,2023-11-24,2023-11-24,1,1,1,Telegram human account; Discord not individually inventoried,,
2283,Crypto Hold & Earn,@hold_earning,2,,0,0,0,0,2,2022-01-07,2022-01-07,1,1,1,Telegram human account; Discord not individually inventoried,,
2284,Crypto Manager,@g1o1a1t,2,,0,0,0,0,2,2024-10-29,2024-10-29,1,1,1,Telegram human account; Discord not individually inventoried,,
2285,Crypto unicorn Σ,@Kai2003,2,,0,0,0,0,2,2024-07-19,2024-07-19,1,1,1,Telegram human account; Discord not individually inventoried,,
2286,Cryptoneer🍅🐾🍋,@Marcuche,2,,0,0,0,0,2,2024-08-28,2024-08-28,1,1,1,Telegram human account; Discord not individually inventoried,,
